Week,Unnamed: 2,Unnamed: 3,Impressions,Clicks,Opens,Leads,Segment,Season,CountryISO,CountryName,Region,SubRegion,Publication,AdType,Treatment,BuyingBasis,Cost,Year,Month,Num_Week
2017-04-30,,,137.0,10,0,0,Residential,xComfort Brand,no,Norway,Northern Europe,Nordics,x comfort,Google Ad Words,Phrase match,CPC,5.0,2017,4,17
2017-05-14,,,57.0,8,0,0,Residential,xComfort Brand,no,Norway,Northern Europe,Nordics,eaton,Google Ad Words,Exact match,CPC,5.0,2017,5,19
2017-10-24,,,7.0,2,0,0,Residential,xComfort Smarthome,no,Norway,Northern Europe,Nordics,smart hus,Google Ad Words,Exact match,CPC,5.0,2017,10,43
2017-11-11,,,30.0,3,0,0,Residential,xComfort Smarthome,no,Norway,Northern Europe,Nordics,smart house,Google Ad Words,Phrase match,CPC,5.0,2017,11,45
2017-11-13,,,32.0,2,0,0,Residential,xComfort Smarthome,no,Norway,Northern Europe,Nordics,smart hus,Google Ad Words,Phrase match,CPC,5.0,2017,11,46
2017-10-29,,,3.0,1,0,0,Residential,xComfort Lighting,no,Norway,Northern Europe,Nordics,trådløs dimmer,Google Ad Words,Phrase match,CPC,5.0,2017,10,43
2017-10-15,,,47.0,6,0,0,Residential,xComfort Brand,no,Norway,Northern Europe,Nordics,xcomfort,Google Ad Words,Phrase match,CPC,5.0,2017,10,41
2017-10-22,,,56.0,1,0,0,Residential,xComfort Brand,no,Norway,Northern Europe,Nordics,möller,Google Ad Words,Phrase match,CPC,5.0,2017,10,42
2017-10-29,,,30.0,5,0,0,Residential,xComfort Brand,no,Norway,Northern Europe,Nordics,x comfort,Google Ad Words,Phrase match,CPC,5.0,2017,10,43
2017-01-15,,,60.0,4,0,0,Residential,xComfort Smarthome,no,Norway,Northern Europe,Nordics,smarthus,Google Ad Words,Phrase match,CPC,5.0,2017,1,2
2017-02-12,,,3.0,3,0,0,Residential,xComfort Smarthome,no,Norway,Northern Europe,Nordics,smarthus systemer,Google Ad Words,Phrase match,CPC,5.0,2017,2,6
2017-07-16,,,4.0,2,0,0,Residential,xComfort Smarthome,no,Norway,Northern Europe,Nordics,smart hus,Google Ad Words,Exact match,CPC,5.0,2017,7,28
2017-07-23,,,27.0,2,0,0,Residential,xComfort Smarthome,no,Norway,Northern Europe,Nordics,smarthus,Google Ad Words,Phrase match,CPC,5.0,2017,7,29
2017-07-02,,,1.0,1,0,0,Residential,xComfort Lighting,no,Norway,Northern Europe,Nordics,fjernstyring av lys,Google Ad Words,Exact match,CPC,5.0,2017,7,26
2017-02-19,,,24.0,1,0,0,Residential,xComfort Security & Care,no,Norway,Northern Europe,Nordics,lysstyring,Google Ad Words,Phrase match,CPC,5.0,2017,2,7
2017-02-26,,,18.0,2,0,0,Residential,xComfort Security & Care,no,Norway,Northern Europe,Nordics,lysstyring,Google Ad Words,Phrase match,CPC,5.0,2017,2,8
2017-01-08,,,87.0,6,0,0,Residential,xComfort Brand,no,Norway,Northern Europe,Nordics,x comfort,Google Ad Words,Phrase match,CPC,5.0,2017,1,1
2017-01-15,,,34.0,12,0,0,Residential,xComfort Brand,no,Norway,Northern Europe,Nordics,xcomfort,Google Ad Words,Exact match,CPC,5.0,2017,1,2
2017-01-22,,,25.0,10,0,0,Residential,xComfort Brand,no,Norway,Northern Europe,Nordics,eaton xcomfort,Google Ad Words,Exact match,CPC,5.0,2017,1,3
2017-01-29,,,31.0,13,0,0,Residential,xComfort Brand,no,Norway,Northern Europe,Nordics,xcomfort,Google Ad Words,Exact match,CPC,5.0,2017,1,4
2017-07-09,,,47.0,8,0,0,Residential,xComfort Brand,no,Norway,Northern Europe,Nordics,eaton,Google Ad Words,Exact match,CPC,5.0,2017,7,27
2017-07-09,,,1.0,1,0,0,Residential,xComfort Brand,no,Norway,Northern Europe,Nordics,xcomfort produkter,Google Ad Words,Exact match,CPC,5.0,2017,7,27
2017-01-22,,,0.0,2,0,0,Commercial,LED-Brand,gb,United Kingdom,Northern Europe,UK & I,cooper lighting,Google Ad Words,Phrase match,CPC,5.0,2017,1,3
2017-07-02,,,0.0,2,0,0,Commercial,LED-Brand,gb,United Kingdom,Northern Europe,UK & I,cooper lighting,Google Ad Words,Phrase match,CPC,5.0,2017,7,26
2017-01-08,,,0.0,5,0,0,Commercial,LED-compliance,gb,United Kingdom,Northern Europe,UK & I,lighting regulations,Google Ad Words,Phrase match,CPC,5.0,2017,1,1
2017-03-05,,,0.0,3,0,0,Commercial,LED-compliance,gb,United Kingdom,Northern Europe,UK & I,lighting regulations,Google Ad Words,Phrase match,CPC,5.0,2017,3,9
2017-05-07,,,15.0,1,0,0,Commercial,LED-app-gen,gb,United Kingdom,Northern Europe,UK & I,led high bay lights,Google Ad Words,Phrase match,CPC,5.0,2017,5,18
2017-08-07,,,23.0,2,0,0,IT Channel,IT UPS 2017,de,Germany,Western Europe,DACH,redundante stromversorgung,Google Ad Words,Phrase match,CPC,4.0,2017,8,32
2017-08-07,,,62.0,2,0,0,IT Channel,IT UPS 2017,de,Germany,Western Europe,DACH,usv software,Google Ad Words,Phrase match,CPC,4.0,2017,8,32
2017-08-07,,,86.0,3,0,0,IT Channel,IT Power Distribution 17,de,Germany,Western Europe,DACH,energieverteilung,Google Ad Words,Phrase match,CPC,4.0,2017,8,32
2017-07-31,,,47.0,1,0,0,IT Channel,IT Power manag 17,de,Germany,Western Europe,DACH,energiemanagementsystem,Google Ad Words,Exact match,CPC,4.0,2017,7,31
2017-08-07,,,62.0,1,0,0,IT Channel,IT Power manag 17,de,Germany,Western Europe,DACH,energiemanagementsystem,Google Ad Words,Exact match,CPC,4.0,2017,8,32
2017-07-31,,,16.0,1,0,0,Residential,xComfort Smarthome,no,Norway,Northern Europe,Nordics,smart home controller,Google Ad Words,Phrase match,CPC,4.0,2017,7,31
2017-07-31,,,19.0,3,0,0,Residential,xComfort Smarthome,no,Norway,Northern Europe,Nordics,smart house,Google Ad Words,Exact match,CPC,4.0,2017,7,31
2017-08-07,,,13.0,2,0,0,Residential,xComfort Smarthome,no,Norway,Northern Europe,Nordics,smarthus løsninger,Google Ad Words,Exact match,CPC,4.0,2017,8,32
2017-08-14,,,1.0,1,0,0,Residential,xComfort Smarthome,no,Norway,Northern Europe,Nordics,smart hus,Google Ad Words,Exact match,CPC,4.0,2017,8,33
2017-07-31,,,260.0,2,0,0,Residential,xComfort Security & Care,no,Norway,Northern Europe,Nordics,securitycamera,Google Ad Words,Phrase match,CPC,4.0,2017,7,31
2017-08-07,,,18.0,3,0,0,Residential,xComfort Security & Care,no,Norway,Northern Europe,Nordics,trådløs lysbryter,Google Ad Words,Exact match,CPC,4.0,2017,8,32
2017-07-31,,,6.0,2,0,0,Residential,xComfort Brand,no,Norway,Northern Europe,Nordics,xcomfort produkter,Google Ad Words,Exact match,CPC,4.0,2017,7,31
2017-08-07,,,8.0,2,0,0,Residential,xComfort Brand,no,Norway,Northern Europe,Nordics,xcomfort eaton,Google Ad Words,Exact match,CPC,4.0,2017,8,32
2017-07-24,,,19.0,4,0,0,Residential,xComfort Lighting,no,Norway,Northern Europe,Nordics,trådløs dimmer,Google Ad Words,Exact match,CPC,4.0,2017,7,30
2017-07-24,,,13.0,1,0,0,Residential,xComfort Security & Care,no,Norway,Northern Europe,Nordics,lysstyring,Google Ad Words,Exact match,CPC,4.0,2017,7,30
2017-06-12,,,97.0,2,0,0,IT Channel,IT UPS 2017,de,Germany,Western Europe,DACH,usv anlagen,Google Ad Words,Phrase match,CPC,4.0,2017,6,24
2017-06-19,,,15.0,2,0,0,IT Channel,IT Power Distribution 17,de,Germany,Western Europe,DACH,elektrische energieverteilung,Google Ad Words,Phrase match,CPC,4.0,2017,6,25
2017-06-12,,,224.0,1,0,0,IT Channel,IT Data Centre Infra 17,de,Germany,Western Europe,DACH,it infrastruktur,Google Ad Words,Phrase match,CPC,4.0,2017,6,24
2017-06-12,,,75.0,1,0,0,IT Channel,IT Power manag 17,de,Germany,Western Europe,DACH,energiemanagementsystem,Google Ad Words,Phrase match,CPC,4.0,2017,6,24
2017-07-03,,,72.0,3,0,0,IT Channel,IT UPS 2017,de,Germany,Western Europe,DACH,usv software,Google Ad Words,Phrase match,CPC,4.0,2017,7,27
2017-07-03,,,140.0,3,0,0,IT Channel,IT Power Distribution 17,de,Germany,Western Europe,DACH,energieverteilung,Google Ad Words,Phrase match,CPC,4.0,2017,7,27
2017-07-10,,,114.0,3,0,0,IT Channel,IT Power Distribution 17,de,Germany,Western Europe,DACH,pdu,Google Ad Words,Exact match,CPC,4.0,2017,7,28
2017-07-03,,,13.0,2,0,0,IT Channel,IT Data Centre Infra 17,de,Germany,Western Europe,DACH,it rack,Google Ad Words,Exact match,CPC,4.0,2017,7,27
2017-07-10,,,165.0,1,0,0,IT Channel,IT Data Centre Infra 17,de,Germany,Western Europe,DACH,it infrastruktur,Google Ad Words,Exact match,CPC,4.0,2017,7,28
2017-07-10,,,11.0,1,0,0,IT Channel,IT Power manag 17,de,Germany,Western Europe,DACH,energiemanagement software,Google Ad Words,Exact match,CPC,4.0,2017,7,28
2017-05-08,,,275.0,3,0,0,IT Channel,IT Power Distribution 17,de,Germany,Western Europe,DACH,pdu,Google Ad Words,Phrase match,CPC,4.0,2017,5,19
2017-05-15,,,27.0,3,0,0,IT Channel,IT Power Distribution 17,de,Germany,Western Europe,DACH,energieverteilung,Google Ad Words,Exact match,CPC,4.0,2017,5,20
2017-05-15,,,25.0,1,0,0,IT Channel,IT Power manag 17,de,Germany,Western Europe,DACH,energiemanagement software,Google Ad Words,Phrase match,CPC,4.0,2017,5,20
2017-07-17,,,0.0,2,0,0,IT Channel,IT UPS 2017,de,Germany,Western Europe,DACH,unterbrechungsfreie stromversorgung,Google Ad Words,Exact match,CPC,4.0,2017,7,29
2017-07-17,,,0.0,3,0,0,IT Channel,IT Power Distribution 17,de,Germany,Western Europe,DACH,energieverteilung,Google Ad Words,Phrase match,CPC,4.0,2017,7,29
2017-07-17,,,0.0,1,0,0,IT Channel,IT Power manag 17,de,Germany,Western Europe,DACH,energiemanagement software,Google Ad Words,Phrase match,CPC,4.0,2017,7,29
2017-07-17,,,0.0,1,0,0,IT Channel,IT Power manag 17,de,Germany,Western Europe,DACH,energiemanagementsystem,Google Ad Words,Exact match,CPC,4.0,2017,7,29
2017-07-24,,,0.0,2,0,0,IT Channel,IT UPS maintenance 17,de,Germany,Western Europe,DACH,usv wartung,Google Ad Words,Exact match,CPC,4.0,2017,7,30
2017-07-24,,,0.0,3,0,0,IT Channel,IT UPS maintenance 17,de,Germany,Western Europe,DACH,wartung usv anlagen,Google Ad Words,Phrase match,CPC,4.0,2017,7,30
2017-07-03,,,72.0,3,0,0,IT Channel,IT UPS 2017,de,Germany,Western Europe,DACH,usv software,Google Ad Words,Phrase match,CPC,4.0,2017,7,27
2017-07-03,,,140.0,3,0,0,IT Channel,IT Power Distribution 17,de,Germany,Western Europe,DACH,energieverteilung,Google Ad Words,Phrase match,CPC,4.0,2017,7,27
2017-07-10,,,114.0,3,0,0,IT Channel,IT Power Distribution 17,de,Germany,Western Europe,DACH,pdu,Google Ad Words,Exact match,CPC,4.0,2017,7,28
2017-07-03,,,13.0,2,0,0,IT Channel,IT Data Centre Infra 17,de,Germany,Western Europe,DACH,it rack,Google Ad Words,Exact match,CPC,4.0,2017,7,27
2017-07-10,,,165.0,1,0,0,IT Channel,IT Data Centre Infra 17,de,Germany,Western Europe,DACH,it infrastruktur,Google Ad Words,Exact match,CPC,4.0,2017,7,28
2017-07-10,,,11.0,1,0,0,IT Channel,IT Power manag 17,de,Germany,Western Europe,DACH,energiemanagement software,Google Ad Words,Exact match,CPC,4.0,2017,7,28
2017-05-22,,,80.0,2,0,0,IT Channel,IT UPS 2017,de,Germany,Western Europe,DACH,usv anlage,Google Ad Words,Exact match,CPC,4.0,2017,5,21
2017-05-29,,,54.0,2,0,0,IT Channel,IT UPS 2017,de,Germany,Western Europe,DACH,usv anlagen,Google Ad Words,Exact match,CPC,4.0,2017,5,22
2017-05-22,,,225.0,3,0,0,IT Channel,IT Power Distribution 17,de,Germany,Western Europe,DACH,pdu,Google Ad Words,Exact match,CPC,4.0,2017,5,21
2017-05-22,,,6.0,2,0,0,IT Channel,IT UPS maintenance 17,de,Germany,Western Europe,DACH,usv wartung,Google Ad Words,Exact match,CPC,4.0,2017,5,21
2017-08-14,,,5.0,1,0,0,Residential,xComfort Smarthome,no,Norway,Northern Europe,Nordics,smart home controller,Google Ad Words,Exact match,CPC,4.0,2017,8,33
2017-08-14,,,4.0,1,0,0,Residential,xComfort Smarthome,no,Norway,Northern Europe,Nordics,smarthus systemer,Google Ad Words,Phrase match,CPC,4.0,2017,8,33
2017-08-14,,,3.0,2,0,0,Residential,xComfort Smarthome,no,Norway,Northern Europe,Nordics,smarthusløsninger,Google Ad Words,Exact match,CPC,4.0,2017,8,33
2017-08-28,,,21.0,2,0,0,Residential,xComfort Smarthome,no,Norway,Northern Europe,Nordics,smarthus,Google Ad Words,Phrase match,CPC,4.0,2017,8,35
2017-08-14,,,18.0,3,0,0,Residential,xComfort Lighting,no,Norway,Northern Europe,Nordics,trådløs lysbryter,Google Ad Words,Exact match,CPC,4.0,2017,8,33
2017-08-21,,,19.0,3,0,0,Residential,xComfort Lighting,no,Norway,Northern Europe,Nordics,trådløs lysbryter,Google Ad Words,Exact match,CPC,4.0,2017,8,34
2017-08-14,,,60.0,2,0,0,IT Channel,IT UPS 2017,de,Germany,Western Europe,DACH,usv anlagen,Google Ad Words,Exact match,CPC,4.0,2017,8,33
2017-08-21,,,66.0,3,0,0,IT Channel,IT UPS 2017,de,Germany,Western Europe,DACH,usv software,Google Ad Words,Phrase match,CPC,4.0,2017,8,34
2017-08-21,,,83.0,2,0,0,IT Channel,IT Power Distribution 17,de,Germany,Western Europe,DACH,energieverteilung,Google Ad Words,Phrase match,CPC,4.0,2017,8,34
2017-08-14,,,60.0,1,0,0,IT Channel,IT Power manag 17,de,Germany,Western Europe,DACH,energiemanagementsystem,Google Ad Words,Exact match,CPC,4.0,2017,8,33
2017-08-21,,,9.0,1,0,0,IT Channel,IT Power manag 17,de,Germany,Western Europe,DACH,energiemanagement software,Google Ad Words,Exact match,CPC,4.0,2017,8,34
2017-08-21,,,34.0,1,0,0,IT Channel,IT Power manag 17,de,Germany,Western Europe,DACH,energiemanagementsystem,Google Ad Words,Exact match,CPC,4.0,2017,8,34
2017-08-21,,,3.0,2,0,0,IT Channel,IT UPS maintenance 17,de,Germany,Western Europe,DACH,usv anlagen wartung,Google Ad Words,Phrase match,CPC,4.0,2017,8,34
2017-08-21,,,5.0,2,0,0,IT Channel,IT UPS maintenance 17,de,Germany,Western Europe,DACH,wartung usv anlagen,Google Ad Words,Phrase match,CPC,4.0,2017,8,34
2017-07-03,,,33.0,3,0,0,Residential,xComfort Smarthome,no,Norway,Northern Europe,Nordics,home control,Google Ad Words,Phrase match,CPC,4.0,2017,7,27
2017-07-03,,,4.0,2,0,0,Residential,xComfort Smarthome,no,Norway,Northern Europe,Nordics,smarthus sninger,Google Ad Words,Exact match,CPC,4.0,2017,7,27
2017-07-03,,,49.0,4,0,0,Residential,xComfort Lighting,no,Norway,Northern Europe,Nordics,tradlos dimmer,Google Ad Words,Phrase match,CPC,4.0,2017,7,27
2017-07-03,,,30.0,3,0,0,Residential,xComfort Lighting,no,Norway,Northern Europe,Nordics,tradlos lysbryter,Google Ad Words,Exact match,CPC,4.0,2017,7,27
2017-07-10,,,13.0,2,0,0,Residential,xComfort Lighting,no,Norway,Northern Europe,Nordics,tradlos lysbryter,Google Ad Words,Exact match,CPC,4.0,2017,7,28
2017-07-03,,,366.0,2,0,0,Residential,xComfort Security & Care,no,Norway,Northern Europe,Nordics,securitycamera,Google Ad Words,Phrase match,CPC,4.0,2017,7,27
2017-07-10,,,158.0,1,0,0,Residential,xComfort Security & Care,no,Norway,Northern Europe,Nordics,home automation,Google Ad Words,Phrase match,CPC,4.0,2017,7,28
2017-07-10,,,84.0,1,0,0,Residential,xComfort Brand,no,Norway,Northern Europe,Nordics,moeller,Google Ad Words,Phrase match,CPC,4.0,2017,7,28
2017-07-17,,,23.0,1,0,0,Residential,xComfort Brand,no,Norway,Northern Europe,Nordics,moeller,Google Ad Words,Exact match,CPC,4.0,2017,7,29
2017-09-04,,,18.0,2,0,0,Residential,xComfort Smarthome,no,Norway,Northern Europe,Nordics,smart house,Google Ad Words,Exact match,CPC,4.0,2017,9,36
2017-08-28,,,1.0,1,0,0,Residential,xComfort Lighting,no,Norway,Northern Europe,Nordics,fjernstyring av lys,Google Ad Words,Phrase match,CPC,4.0,2017,8,35
2017-08-28,,,5.0,2,0,0,Residential,xComfort Lighting,no,Norway,Northern Europe,Nordics,fjernstyrt dimmer,Google Ad Words,Phrase match,CPC,4.0,2017,8,35
2017-08-28,,,14.0,2,0,0,Residential,xComfort Lighting,no,Norway,Northern Europe,Nordics,styring av lys,Google Ad Words,Phrase match,CPC,4.0,2017,8,35
2017-08-28,,,42.0,4,0,0,Residential,xComfort Lighting,no,Norway,Northern Europe,Nordics,trÃ¥dlÃ¸s dimmer,Google Ad Words,Phrase match,CPC,4.0,2017,8,35
2017-09-11,,,10.0,2,0,0,Residential,xComfort Lighting,no,Norway,Northern Europe,Nordics,trÃ¥dlÃ¸s dimmer,Google Ad Words,Phrase match,CPC,4.0,2017,9,37
2017-09-04,,,20.0,1,0,0,Residential,xComfort Security & Care,no,Norway,Northern Europe,Nordics,lysstyring,Google Ad Words,Exact match,CPC,4.0,2017,9,36
2017-09-04,,,3.0,1,0,0,Residential,xComfort Climate,no,Norway,Northern Europe,Nordics,fjernstyring av varme,Google Ad Words,Phrase match,CPC,4.0,2017,9,36
2017-08-28,,,198.0,1,0,0,Residential,xComfort Brand,no,Norway,Northern Europe,Nordics,mÃ¶ller,Google Ad Words,Exact match,CPC,4.0,2017,8,35
2017-09-04,,,177.0,1,0,0,Residential,xComfort Brand,no,Norway,Northern Europe,Nordics,mÃ¶ller,Google Ad Words,Exact match,CPC,4.0,2017,9,36
2017-09-04,,,27.0,18,0,0,Residential,xComfort Brand,no,Norway,Northern Europe,Nordics,x comfort,Google Ad Words,Exact match,CPC,4.0,2017,9,36
2017-09-11,,,115.0,4,0,0,Residential,xComfort Brand,no,Norway,Northern Europe,Nordics,x comfort,Google Ad Words,Phrase match,CPC,4.0,2017,9,37
2017-08-28,,,22.0,2,0,0,IT Channel,IT UPS 2017,de,Germany,Western Europe,DACH,usv anlagen,Google Ad Words,Phrase match,CPC,4.0,2017,8,35
2017-08-28,,,124.0,2,0,0,IT Channel,IT Power Distribution 17,de,Germany,Western Europe,DACH,pdu,Google Ad Words,Exact match,CPC,4.0,2017,8,35
2017-08-28,,,234.0,1,0,0,IT Channel,IT Data Centre Infra 17,de,Germany,Western Europe,DACH,it architektur,Google Ad Words,Phrase match,CPC,4.0,2017,8,35
2017-08-28,,,26.0,1,0,0,IT Channel,IT Power manag 17,de,Germany,Western Europe,DACH,energiemanagement software,Google Ad Words,Phrase match,CPC,4.0,2017,8,35
2017-08-28,,,5.0,1,0,0,IT Channel,IT Power manag 17,de,Germany,Western Europe,DACH,software energiemanagement,Google Ad Words,Phrase match,CPC,4.0,2017,8,35
2017-09-11,,,17.0,1,0,0,IT Channel,IT Power manag 17,de,Germany,Western Europe,DACH,energiemanagementsystem,Google Ad Words,Phrase match,CPC,4.0,2017,9,37
2017-08-28,,,7.0,1,0,0,IT Channel,IT UPS maintenance 17,de,Germany,Western Europe,DACH,usv service,Google Ad Words,Phrase match,CPC,4.0,2017,8,35
2017-09-04,,,5.0,2,0,0,IT Channel,IT UPS maintenance 17,de,Germany,Western Europe,DACH,usv wartung,Google Ad Words,Exact match,CPC,4.0,2017,9,36
2017-10-16,,,20.0,3,0,0,Residential,xComfort Smarthome,no,Norway,Northern Europe,Nordics,smart home,Google Ad Words,Exact match,CPC,4.0,2017,10,42
2017-10-16,,,157.0,3,0,0,Residential,xComfort Smarthome,no,Norway,Northern Europe,Nordics,smart home,Google Ad Words,Phrase match,CPC,4.0,2017,10,42
2017-10-16,,,68.0,5,0,0,Residential,xComfort Smarthome,no,Norway,Northern Europe,Nordics,smarthus,Google Ad Words,Phrase match,CPC,4.0,2017,10,42
2017-10-23,,,5.0,2,0,0,Residential,xComfort Lighting,no,Norway,Northern Europe,Nordics,fjernstyrt dimmer,Google Ad Words,Exact match,CPC,4.0,2017,10,43
2017-10-23,,,18.0,3,0,0,Residential,xComfort Lighting,no,Norway,Northern Europe,Nordics,trådløs lysbryter,Google Ad Words,Exact match,CPC,4.0,2017,10,43
2017-10-23,,,20.0,1,0,0,Residential,xComfort Climate,no,Norway,Northern Europe,Nordics,temperaturstyring,Google Ad Words,Phrase match,CPC,4.0,2017,10,43
2017-04-02,,,1.0,1,0,0,Residential,xComfort Smarthome,no,Norway,Northern Europe,Nordics,smarthusteknologi,Google Ad Words,Phrase match,CPC,4.0,2017,4,13
2017-04-09,,,83.0,2,0,0,Residential,xComfort Smarthome,no,Norway,Northern Europe,Nordics,smart home,Google Ad Words,Phrase match,CPC,4.0,2017,4,14
2017-04-30,,,8.0,2,0,0,Residential,xComfort Smarthome,no,Norway,Northern Europe,Nordics,smarthusløsninger,Google Ad Words,Exact match,CPC,4.0,2017,4,17
2017-05-21,,,7.0,1,0,0,Residential,xComfort Smarthome,no,Norway,Northern Europe,Nordics,smart hus,Google Ad Words,Exact match,CPC,4.0,2017,5,20
2017-05-28,,,12.0,2,0,0,Residential,xComfort Smarthome,no,Norway,Northern Europe,Nordics,smarthus,Google Ad Words,Exact match,CPC,4.0,2017,5,21
2017-04-16,,,5.0,2,0,0,Residential,xComfort Lighting,no,Norway,Northern Europe,Nordics,trådløs dimmer,Google Ad Words,Exact match,CPC,4.0,2017,4,15
2017-06-04,,,4.0,1,0,0,Residential,xComfort Lighting,no,Norway,Northern Europe,Nordics,styring av lys,Google Ad Words,Phrase match,CPC,4.0,2017,6,22
2017-06-11,,,1.0,1,0,0,Residential,xComfort Lighting,no,Norway,Northern Europe,Nordics,styring av lys,Google Ad Words,Phrase match,CPC,4.0,2017,6,23
2017-06-11,,,3.0,2,0,0,Residential,xComfort Lighting,no,Norway,Northern Europe,Nordics,trådløs dimmer,Google Ad Words,Exact match,CPC,4.0,2017,6,23
2017-06-18,,,13.0,2,0,0,Residential,xComfort Lighting,no,Norway,Northern Europe,Nordics,trådløs dimmer,Google Ad Words,Phrase match,CPC,4.0,2017,6,24
2017-05-07,,,3.0,1,0,0,Residential,xComfort Security & Care,no,Norway,Northern Europe,Nordics,home automation,Google Ad Words,Exact match,CPC,4.0,2017,5,18
2017-05-21,,,12.0,1,0,0,Residential,xComfort Security & Care,no,Norway,Northern Europe,Nordics,home automation,Google Ad Words,Phrase match,CPC,4.0,2017,5,20
2017-05-21,,,1.0,1,0,0,Residential,xComfort Security & Care,no,Norway,Northern Europe,Nordics,smarthusløsning,Google Ad Words,Exact match,CPC,4.0,2017,5,20
2017-06-18,,,16.0,2,0,0,Residential,xComfort Security & Care,no,Norway,Northern Europe,Nordics,lysstyring,Google Ad Words,Phrase match,CPC,4.0,2017,6,24
2017-06-25,,,49.0,1,0,0,Residential,xComfort Security & Care,no,Norway,Northern Europe,Nordics,home automation,Google Ad Words,Phrase match,CPC,4.0,2017,6,25
2017-05-14,,,1.0,1,0,0,Residential,xComfort Climate,no,Norway,Northern Europe,Nordics,varmestyring hytte,Google Ad Words,Exact match,CPC,4.0,2017,5,19
2017-05-14,,,24.0,11,0,0,Residential,xComfort Brand,no,Norway,Northern Europe,Nordics,xcomfort,Google Ad Words,Exact match,CPC,4.0,2017,5,19
2017-06-11,,,45.0,6,0,0,Residential,xComfort Brand,no,Norway,Northern Europe,Nordics,eaton,Google Ad Words,Exact match,CPC,4.0,2017,6,23
2017-06-25,,,37.0,15,0,0,Residential,xComfort Brand,no,Norway,Northern Europe,Nordics,xcomfort,Google Ad Words,Exact match,CPC,4.0,2017,6,25
2017-10-18,,,20.0,3,0,0,Residential,xComfort Smarthome,no,Norway,Northern Europe,Nordics,smart home,Google Ad Words,Exact match,CPC,4.0,2017,10,42
2017-10-19,,,157.0,3,0,0,Residential,xComfort Smarthome,no,Norway,Northern Europe,Nordics,smart home,Google Ad Words,Phrase match,CPC,4.0,2017,10,42
2017-10-29,,,68.0,5,0,0,Residential,xComfort Smarthome,no,Norway,Northern Europe,Nordics,smarthus,Google Ad Words,Phrase match,CPC,4.0,2017,10,43
2017-10-22,,,5.0,2,0,0,Residential,xComfort Lighting,no,Norway,Northern Europe,Nordics,fjernstyrt dimmer,Google Ad Words,Exact match,CPC,4.0,2017,10,42
2017-10-22,,,18.0,3,0,0,Residential,xComfort Lighting,no,Norway,Northern Europe,Nordics,trådløs lysbryter,Google Ad Words,Exact match,CPC,4.0,2017,10,42
2017-10-22,,,20.0,1,0,0,Residential,xComfort Climate,no,Norway,Northern Europe,Nordics,temperaturstyring,Google Ad Words,Phrase match,CPC,4.0,2017,10,42
2017-01-15,,,5.0,1,0,0,Residential,xComfort Smarthome,no,Norway,Northern Europe,Nordics,smart hus,Google Ad Words,Phrase match,CPC,4.0,2017,1,2
2017-01-29,,,19.0,2,0,0,Residential,xComfort Smarthome,no,Norway,Northern Europe,Nordics,smarthus,Google Ad Words,Exact match,CPC,4.0,2017,1,4
2017-03-05,,,8.0,1,0,0,Residential,xComfort Smarthome,no,Norway,Northern Europe,Nordics,smart hus,Google Ad Words,Phrase match,CPC,4.0,2017,3,9
2017-03-05,,,24.0,3,0,0,Residential,xComfort Smarthome,no,Norway,Northern Europe,Nordics,smarthus,Google Ad Words,Exact match,CPC,4.0,2017,3,9
2017-03-05,,,60.0,3,0,0,Residential,xComfort Smarthome,no,Norway,Northern Europe,Nordics,smarthus,Google Ad Words,Phrase match,CPC,4.0,2017,3,9
2017-07-02,,,19.0,1,0,0,Residential,xComfort Smarthome,no,Norway,Northern Europe,Nordics,smart hus,Google Ad Words,Phrase match,CPC,4.0,2017,7,26
2017-07-16,,,38.0,2,0,0,Residential,xComfort Smarthome,no,Norway,Northern Europe,Nordics,smart home,Google Ad Words,Phrase match,CPC,4.0,2017,7,28
2017-01-01,,,4.0,1,0,0,Residential,xComfort Lighting,no,Norway,Northern Europe,Nordics,trådløs dimmer,Google Ad Words,Exact match,CPC,4.0,2017,1,52
2017-07-09,,,4.0,1,0,0,Residential,xComfort Lighting,no,Norway,Northern Europe,Nordics,fjernstyring av lys,Google Ad Words,Phrase match,CPC,4.0,2017,7,27
2017-03-05,,,9.0,1,0,0,Residential,xComfort Security & Care,no,Norway,Northern Europe,Nordics,lysstyring,Google Ad Words,Phrase match,CPC,4.0,2017,3,9
2017-01-29,,,2.0,1,0,0,Residential,xComfort Climate,no,Norway,Northern Europe,Nordics,varmestyring hytte,Google Ad Words,Exact match,CPC,4.0,2017,1,4
2017-07-23,,,5.0,2,0,0,Residential,xComfort Climate,no,Norway,Northern Europe,Nordics,varmestyring hytte,Google Ad Words,Exact match,CPC,4.0,2017,7,29
2017-01-08,,,22.0,10,0,0,Residential,xComfort Brand,no,Norway,Northern Europe,Nordics,xcomfort,Google Ad Words,Exact match,CPC,4.0,2017,1,1
2017-01-22,,,48.0,15,0,0,Residential,xComfort Brand,no,Norway,Northern Europe,Nordics,xcomfort,Google Ad Words,Exact match,CPC,4.0,2017,1,3
2017-01-29,,,46.0,6,0,0,Residential,xComfort Brand,no,Norway,Northern Europe,Nordics,eaton,Google Ad Words,Exact match,CPC,4.0,2017,1,4
2017-02-05,,,38.0,18,0,0,Residential,xComfort Brand,no,Norway,Northern Europe,Nordics,xcomfort,Google Ad Words,Exact match,CPC,4.0,2017,2,5
